id,id_ex,siret,gestion,date_creat,date_publi,nature,groupement,titre,objet,objet_social1,objet_social2,adr1,adr2,adr3,adrs_codepostal,libcom,dir_civilite,siteweb,observation,position,rup_mi,maj_time
332P2903700,2903700,,332P,2001-11-28,2001-12-29,D,S,IUP  MANAGEMENT DU SPORT,promotion interne et externe de lIUP management et gestion des Ent. ,015065,000000,IUP  Domaine Universitaire,12  avenue Camille Jullian,,33607,PESSAC CEDEX,PM,,,A,,0001-01-01 00:00:00
332P2903900,2903900,,332P,2001-11-28,2001-12-29,D,S,FORMAPOLE,Enseignement et la formation continue,015045,000000,12 cours Pasteur,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2904000,2904000,,332P,2001-11-29,2001-12-29,D,S,ASSOCIATION FRANCAISE DU SYNDROME DE WIEDEMANN BECKWITH  AFSWB ,regrouper les familles ayant un enfant atteint de ce syndrome ,017000,030000,chez Mme Farge,11 rue Leo Lagrange - residence Villemin,,33110,LE BOUSCAT,PM,,,A,,0001-01-01 00:00:00
332P2904100,2904100,,332P,2001-11-29,2001-12-29,D,S,ELECTRONS LIBRES,participer a une dynamique de developpement local,007000,000000,3 rue Gaspard Philippe,,,33800,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2904200,2904200,,332P,2001-11-29,2001-12-29,D,S,NETTE 3,Gerer un local de repetition et promouvoir la scene locale par le biais de soirees dans lenceinte de lassociation et reservees aux membres de cette derniere.,006030,000000,9 rue Courbin,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2904400,2904400,,332P,2001-11-29,2001-12-29,D,S,CREDIT POUR LE TOGO,Creation dune structure de micro-credit a Dapaong au Togo.,020000,000000,85 rue Kleber,,,33800,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2904500,2904500,,332P,2001-11-29,2001-12-29,D,S,COMPAGNIE DES CHATS PERCHES,Rencontre et creation autour du metissage culturel et artisique.,006000,000000,47 rue de Begles,,,33800,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2904600,2904600,,332P,2001-11-29,2001-12-29,D,S,CENTRE EUROPEEN DE RECHERCHES ET DETUDES CINEMATOGRAPHIQUES  CEREC ,,006000,000000,58 rue Robert dEnnery,,,33200,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2904800,2904800,,332P,2001-11-29,2001-12-29,D,S,ASSOCIATION POUR LE DEVELOPPEMENT DE LA JEUNESSE,integrer la jeunesse dans la vie des communes par des activites culturelles sportives humanitaires educatives ,007000,019000,chez Mr Samba DJIGO,7 rue Elysee Reclus    Appt 810,,33310,LORMONT,PM,,,A,,0001-01-01 00:00:00
332P2904900,2904900,,332P,2001-11-30,2001-12-29,D,S,ASSOCIATION DES OFFICIERS DANS LES CARRIERES CIVILES EN AQUITAINE  AOCA ,aider les officiers de carriere dans la recherche dun emploi civil a la mesure deleurs besoins et de leur capacite ,038000,000000,Cercle Mixte de Garnison,11 rue de Cursol,,33000,BORDEAUX,PM,,W332016557,R,,2014-01-30 14:24:45
332P2905400,2905400,,332P,2001-11-30,2001-12-29,D,S,FAI VIRAR,Promotion dartistes et de formations artistiques.,006000,000000,5 rue Saint-Francois,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2905900,2905900,,332P,2001-11-30,2002-12-29,D,S,ASSOCIATION STUDIO CHORUS,decouverte de nouveaux talents musicaux et artistiques ,013000,000000,ABC,8 rue Raymond Valet,,33290,BLANQUEFORT,PM,,,A,,0001-01-01 00:00:00
332P2906300,2906300,,332P,2001-11-30,2001-12-29,D,S,TRAJET DE NUIT,faire vivre la chanson francaise et favoriser le metissage des pratiques instrumentales,007000,013000,chez Mr Bernard COUTHOUIS,3 allee des Catalpas,,33170,GRADIGNAN,PM,,,A,,0001-01-01 00:00:00
332P2906400,2906400,,332P,2001-11-30,2001-12-29,D,S,PRODIGE,organisation de manifestations culturelles et sportives,006000,000000,7 rue Francois Rabelais,,,33310,LORMONT,PM,,,A,,0001-01-01 00:00:00
332P2906500,2906500,,332P,2001-11-30,2001-12-29,D,S,BAKA BANTOUS,promouvoir et renforcer les liens culturels entre ses adherents et communautes franco- africaines a travers des activites sportives et culturelles,007000,000000,8 rue Gaspard Philippe,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2907300,2907300,,332P,2001-12-04,2002-01-12,D,S,ASSOCIATION POINCARE,participer a des fetes expositions organiser des voyages detudes spectacle echanges garderies etudes pour les eleves de lecole R. Poincare,023002,000000,28 avenue Raymond Poincare,,,33200,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2907500,2907500,,332P,2001-12-04,2002-01-12,D,S,RASSEMBLEMENT POUR LA SOUVERAINETE DES FRANCAIS,rendre le pouvoir aux citoyens francais et defendre les convictions de ses adherents,001000,000000,6 rue Georges  Brassens,,,33700,MERIGNAC,PM,,,A,,0001-01-01 00:00:00
332P2907800,2907800,,332P,2001-12-04,2002-01-12,D,S,AQUITAINE LOISIR EVASION,Developper la pratique du tout terrain sous toutes ses formes en France et a letranger.,011160,000000,Haut Madere Ouest,8 rue Salvador Dali,,33140,VILLENAVE DORNON,PM,,,A,,0001-01-01 00:00:00
332P2908200,2908200,,332P,2001-12-05,2002-01-12,D,S,ASSOCIATION FAMILIALE DE SAUVEGARDE PATRIMONIALE - AFSP,recherche historique et genealigique des familles Dubourg et Mondon,010017,000000,56 cours du Marechal Juin    Appt 87,,,33000,BORDEAUX,PM,,W332034266,R,,2024-01-17 12:29:58
332P2908300,2908300,,332P,2001-12-05,2002-01-12,D,S,AMATEURS FOOTBALL CLUB AQUITAIN - AFCA,,011075,000000,AFCA  chez Mr Christian TALLEC ,37 A rue du Bourdillot,,33290,PAREMPUYRE,PM,,W332015819,R,,2013-08-05 11:13:53
332P2908400,2908400,,332P,2001-12-06,2002-01-12,D,S,ASSOCIATION UN PEU POUR TOUS,aider les gens necessiteux par une redistribution equitable et surveillee de denrees alimentaires de vetements ou autres ,007000,019000,41 Quai Elisabeth Dupeyron,,,33310,LORMONT,PM,,,A,,0001-01-01 00:00:00
332P2908500,2908500,,332P,2001-12-06,2002-01-12,D,S,MARASSA,produire des films et edier des documetns sur supports divers pour une meilleure connaissance des phenomenes de Ste des themes culturels et problemes denvrionnement dans les pays du Sud et du Nord Favorier la f=diffusion de ces productions,006000,024000,residence Lancelot   Appt 14,Mr Raymond ARNAUD,,33400,TALENCE,PM,,,A,,0001-01-01 00:00:00
332P2908600,2908600,,332P,2001-12-06,2002-01-12,D,S,UNION SPORTIVE TALENCE TENNIS DE TABLE,,011000,000000,Gymnase Victor Louis,rue de Tremeuge,,33400,TALENCE,PM,,W332030185,R,,2021-01-06 10:42:46
332P2908700,2908700,,332P,2001-12-06,2002-01-12,D,S,HOT STAFF,representer les etudiants de Bx Management aurpes de ladministration de lecole etc ,015065,000000,Bx Ecole de Management,Domaine de Raba - 680 cours de la Liberation,,33405,TALENCE CEDEX,PM,,,A,,0001-01-01 00:00:00
332P2908900,2908900,,332P,2001-12-07,2002-01-12,D,S,NEUROPOLE EPSI - BORDEAUX,Mise en place dune junior service au sein de lecole EPSI-Bordeaux permettant aux etudiants de letablissement de mettre en pratique lenseignment en realisant des actions detude et developpement pour le compte dentreprises dans le domaine de linformatique.,015065,000000,Neuropole Etablissement EPSI,3 rue Gabriel Peri,,33049,BORDEAUX CEDEX,PM,,,A,,0001-01-01 00:00:00
332P2909100,2909100,,332P,2001-12-07,2002-01-12,D,S,LES 4 AILES DE LESPOIR,Participer a un raid humanitaire en 4L au Maroc.,011160,019000,Chez M. Anthony PASQUELIN,17 rue des Augustins,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2909300,2909300,,332P,2001-12-07,2002-01-12,D,S,UNE RESIDENCE POUR PERSONNES AGEES SOURDES,Promouvoir la creation dune RPA pour sourds et detablir le projet final deblissement dune RPA pour sourds.,021000,000000,5 place Paul Avisseau,Appt 32,,33300,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2909400,2909400,,332P,2001-12-10,2002-01-12,D,S,ASSOCIATION DES DIPLOMES DE LIUT DE JOURNALISME DE BORDEAUX,etablir et entretenir des liens entre les diplomes les etudiants et les enseignants de la filiere journalisme,015065,000000,1 rue Jacques Ellul,,,33080,BORDEAUX CEDEX,PM,,W332033969,R,,2023-10-27 06:26:44
332P2909900,2909900,,332P,2001-12-12,2002-01-19,D,S,FEDERATION NATIONALE DES CEPACCRE,,030000,000000,38 rue Ferrere,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2910000,2910000,,332P,2001-04-17,2001-05-19,D,S,BRASS AND CRAWL,promouvoir de jeunes musiciens ,013000,000000,46 rue Mandron,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2910200,2910200,,332P,2001-12-12,2002-01-19,D,S,ASSOCIATION DU CAMP DE SOUGE,promouvoir la cohesion entre les personnels civils et militaires du camp ,038000,000000,503 eme regiment du Train,Camp de Souge - BP 08,,33998,BORDEAUX ARMEES,PM,,W332015986,R,,2013-09-25 11:01:04
332P2910900,2910900,,332P,2001-12-14,2002-01-19,D,S,ASSOCIATION DES HORTICULTEURS ET PEPINIERISTES DE LA FOIRE SAINT FORT,defense des interets des horticulteurs et pepinieristes presents sur la Foire,023020,030000,AQUIFLOR,16 Allee Megevie,,33174,GRADIGNAN CEDEX,PM,,,A,,0001-01-01 00:00:00
332P2911000,2911000,,332P,2001-12-14,2002-01-19,D,S,SANS TAMBOUR NI TROMPETTE,faciliter intensifier les echanges dopinions entre les etudiants du campus ,015065,000000,chez Jean Mathivet,61 rue Huguerie,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2911100,2911100,,332P,2001-12-14,2002-01-19,D,S,BE2M  SAILING TEAM,permettre la participation detudiants appartenant aux 3emes cylcles de Bx Ecole de management a differentes courses de voile etudiantes,015065,000000,Bx Ecole de Management-680 cours de la Liberation,MAI - Campus II-Domaine de Raba,,33400,TALENCE,PM,,,A,,0001-01-01 00:00:00
332P2911200,2911200,,332P,2001-12-14,2002-01-19,D,S,SALON DES GRAVES,organisation de manifestations culturelles artistiques et festives,007000,000000,chez Mr Michel BETBEDER MATIBET,3 Square du Sauternais,,33170,GRADIGNAN,PM,,,A,,0001-01-01 00:00:00
332P2911500,2911500,,332P,2001-12-17,2002-01-19,D,S,C.L.A.R.A.,Creer un cyber espace au CHU Pellegrin,005020,000000,21 bis cours Pasteur,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2911700,2911700,,332P,2001-12-17,2002-01-19,D,S,ASSOCIATION SPORTIVE VOLVO TRUCK AQUITAINE,Promotion du sport en entreprise.,011015,000000,Zone de Fret,,,33521,BRUGES CEDEX,PM,,,A,,0001-01-01 00:00:00
332P2912100,2912100,,332P,2001-12-17,2002-01-19,D,S,ATELIER DES COULEURS,promouvoir lartisanat local,006000,007000,23 passage Grenier,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2912300,2912300,,332P,1970-08-10,1970-08-20,D,S,MOUVEMENT NATIONAL LE CRI,,019000,000000,58 rue Victor Schoelcher,,,33300,BORDEAUX,PM,,W332027811,R,,2019-04-02 15:40:24
332P2912400,2912400,,332P,2001-12-18,2002-01-19,D,S,CHAMBOULTOU,Proposer un lieu de degustation de the et de mettre a disposition des jeux de societe.,007005,000000,Chez Melle Aline DOMENGIE,27 rue Ferrere,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2912600,2912600,,332P,2001-12-18,2002-01-19,D,S,COMMUNICATION ENSEIGNEMENT RECHERCHE ET MANAGEMENT DES ACTIVITES DE SANTE CERMAS,Promouvoir la recherche dans les actions de sante,017000,000000,2 rue du General Marguerite,,,33400,TALENCE,PM,,,A,,0001-01-01 00:00:00
332P2912700,2912700,,332P,2001-12-18,2002-01-19,D,S,LA COMPAGNIE DES ARTS,Promouvoir et developper les arts vivants de proposer des animations artistiques.,006000,000000,13 passage des Tulipes,,,33400,TALENCE,PM,,,A,,0001-01-01 00:00:00
332P2913000,2913000,,332P,2001-12-19,2002-01-19,D,S,LES ENFANTS DE SIDI IFNI  MAROC ,creer un foyer puor jeunes filles dans lequel elles recevront des repas le coucher pendant la periode de scolarite  cycle secondaire  qqs femmes abandonnees avec enfants recevront aussi repas et coucher,019000,000000,251 rue dOrnano,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2913100,2913100,,332P,2001-12-19,2002-01-19,D,S,LIGUE AQUITAINE DES ARTS MARTIAUX TRADITIONNELS VIETNAMIENS,,011000,000000,chez Mr Sacha PENOT,1 rue des Ormeaux,,33170,GRADIGNAN,PM,,,A,,0001-01-01 00:00:00
332P2913400,2913400,,332P,2001-12-19,2002-01-19,D,S,BOBBA FETT,developpement artistique de ses membres,007000,000000,9 rue du Merle,,,33600,PESSAC,PM,,,A,,0001-01-01 00:00:00
332P2913600,2913600,,332P,2001-12-20,2002-01-19,D,S,UNION SPORTIVE TALENCE BOXE,,011000,000000,chez Mr Nouiri,residence Saint Malo    Entree B  Appt 196,,33400,TALENCE,PM,,W332027542,R,,2019-02-07 15:17:54
332P2914700,2914700,,332P,2001-12-27,2002-02-02,D,S,ASSOCIATION DE LUTTE CONTRE LES NUISANCES DE LA GARE DHOURCADE,favoriser developper promouvoir des actions pour la defense de lenvironnement er pour la qualite de vie des habitants autour de la gare,030012,000000,chez Mme ALVES DOS SANTOS,44 Chemin de Hourcade,,33140,VILLENAVE DORNON,PM,,,A,,0001-01-01 00:00:00
332P2914900,2914900,,332P,2001-12-27,2002-02-02,D,S,A.J.C. PRODUCTION,Association multimedia pour la promotion du patrimoine et lorganisation du tout evenement.,005020,000000,Parc Innolin,3 rue du Golf,,33700,MERIGNAC,PM,,,A,,0001-01-01 00:00:00
332P2915000,2915000,,332P,2001-12-27,2002-02-02,D,S,LE PELOTON DHIPPOCRATE,Regroupement des professionnels de sante pratiquant le cyclisme. Organisation de manifestations sportives et amicales pour le recueil de fonds destine a des actions humanitaires. Lutte pour la securite routiere des cyclistes.,011180,017145,57 rue Eugene Tenot,,,33800,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2915200,2915200,,332P,2001-12-28,2002-02-02,D,S,UNION SPORTIVE TALENCAISE HANDBALL CLUB,,011000,000000,Salle de Sports Leo Lagrange,Place du 8 Mai 1945,,33400,TALENCE,PM,,W332032629,R,,2022-11-10 11:32:57
332P2915300,2915300,,332P,2002-01-02,2002-02-09,D,S,UNION SPORTIVE TALENCE TENNIS,,011000,000000,200 route de Canejan,,,33170,GRADIGNAN,PM,,,A,,0001-01-01 00:00:00
332P2915700,2915700,,332P,2002-01-03,2002-02-09,D,S,PROMO  2003,reunir des fonds a travers diverses manifestations afin dorganiser un voyage dont beneficieront ses adherents,015065,000000,60 cours Aristide Briand     Appt 8,,,33800,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2916400,2916400,,332P,2002-01-09,2002-02-23,D,S,PENA BOYS PLAY SAINT-MEDARD,reunir les amoureux du rugby St Medardais et lorganisation de manifestations festives,007000,011080,Club House SMRC,rue Charles Capsec,,33160,SAINT-MEDARD-EN-JALLES,PM,,,A,,0001-01-01 00:00:00
332P2916600,2916600,,332P,2002-01-10,2002-02-23,D,S,LES PEDIATRES DE BAGATELLE,Promouvoir et soutenir laction des pediatres et anciens pediatres assurant une bonne qualite des soins aux nouveaux-nes. Favoriser la promotion continue de la pediatrie. Donner aux pediatres les moyens optimum de travail.,017145,000000,131 route de Toulouse,,,33400,TALENCE,PM,,,A,,0001-01-01 00:00:00
332P2916900,2916900,,332P,2002-01-11,2002-02-23,D,S,ATATAI,promouvoir les spectacles vivants et les evenementiels par le bviais de prestations techniques du cinema de la TV et de laudiovisuel,006000,007000,chez Mme Valerie DAVID,5 rue de Preignac,,33800,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2917000,2917000,,332P,2002-01-14,2002-02-23,D,S,LES LUCIOLES,promouvoir le developpement de populations defavorisees,019000,000000,chez Mme FERRER - 117 rue des Ecus,Res. Le Blason du Bouscat  Bat 1  Appt 1,,33110,LE BOUSCAT,PM,,,A,,0001-01-01 00:00:00
332P2917100,2917100,,332P,2002-01-14,2002-02-23,D,S,JD RACING,realisation devenements de sport mecanique,007000,011160,5 allee de Kelheim,,,33440,AMBARES ET LAGRAVE,PM,,,A,,0001-01-01 00:00:00
332P2917300,2917300,,332P,2002-01-15,2002-02-23,D,S,LE THEATRE A LINSTANT,promotion ainsi que la creation dune Ent. Culturelle et artistique dans le domaine de theatre  piece ecrite par Minyana Philippe ,006070,000000,Le Theatre a linstant,30 rue Permentade,,33800,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2917400,2917400,,332P,2002-01-16,2002-02-23,D,S,EGLISE SAINT ELOI,restauration et reouverture au public de leglise St Eloi a Bx assurer lanimation culturelle des lieux et toute forme de manifestations qui respecte et soit conforme a la destination originelle des lieux en particulier de remplir les engagements prives prevus par la convention doccupation par laquelle la ville de Bx met a sa disposition,006000,000000,chez Mr Jean Francois PIERRON,58 Bd du President Franklin Roosevelt,,33800,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2917700,2917700,,332P,2002-01-17,2002-02-23,D,S,ASSOCIATION DE VOILE DE BORDEAUX - AVB,promouvoir et exercer toute activite se rapportant a la navigation a la voile et au moteur,011000,000000,39 avenue Aristide Briand,,,33700,MERIGNAC,PM,,,A,,0001-01-01 00:00:00
332P2918300,2918300,,332P,2002-01-17,2002-02-23,D,S,MKM ORGANISATION,promotion organisation dactivites culturelles vente de spectacles production,013000,000000,chez Karine BALLU,3 rue des Herbes,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2918600,2918600,,332P,2002-01-17,2002-02-23,D,S,LES ENFANTS DU FASO,Jumelage avec le centre socio-culturel deleves orphelins le C.A.S.E.C. de Ouagadougou au Burkina Faso. Promotion de lartidsant burkinabe en France. Collecte de materiel et tout objet destine a ameliorer le quotidien des enfants du Burkina Faso.,020000,000000,10 rue Edouard Bosc,,,33130,BEGLES,PM,,,A,,0001-01-01 00:00:00
332P2918700,2918700,,332P,2002-01-17,2002-02-23,D,S,TOP AMBIANCE,Divertir les personnes dans les soirees.,007000,000000,3 rue des Castrillons,,,33320,EYSINES,PM,,,A,,0001-01-01 00:00:00
332P2918800,2918800,,332P,2002-01-17,2002-02-23,D,S,LES FOSSES DU CHAPEAU ROUGE,Representer et defendre les interets des residents du cours du Chapeau Rouge et de la Place Jean Jaures.,030012,000000,18 cours du Chapeau Rouge,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2919100,2919100,,332P,2002-01-21,2002-02-23,D,S,ASSOCIATION DES HABITANTS DU HAUT LORMONT,Defense de la qualite de vie et du paysage urbain dans les quartiers historiques du vieux Lormont.,030012,000000,69 rue de Bordeaux,,,33310,LORMONT,PM,,,A,,0001-01-01 00:00:00
332P2919800,2919800,,332P,2002-01-21,2002-03-02,D,S,LES EDITIONS DU PARASITE,developper la publication et la diffusion de bandes dessinees et proposer la realisation de fresques murales,005000,000000,5 rue Buhan,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2920000,2920000,,332P,2002-01-22,2002-03-02,D,S,PUMAS,mener dans lobjectif de la gagner la campagne pour le bureau des sports du groupe Bx Ecole de Management pour la saison 200203,015065,000000,chez Mr Guillaume COIFFE,215 rue Frederic Sevene - Bat C - Appt 223,,33400,TALENCE,PM,,,A,,0001-01-01 00:00:00
332P2920100,2920100,,332P,2002-01-22,2002-03-02,D,S,SUPTG OPENCLIC,Organisation de la fete de linternet les 22 et 23 mars 2002 a Bordeaux Ecole de Management.,015065,000000,Bordeaux Ecole de Management,Domaine de Raba - 680 cours de la Liberation,,33405,TALENCE CEDEX,PM,,,A,,0001-01-01 00:00:00
332P2920200,2920200,,332P,2002-01-23,2002-03-02,D,S,TANJONA  LE BUT ,aider les enfants demunis de Tananarive Madagascar dans leur scolarite  meternelle et primaire  a se nourrir et se soigner et les transporter hospital,020000,000000,5 rue Chanzy,,,33130,BEGLES,PM,,W332018123,R,,2015-01-30 16:05:50
332P2920300,2920300,,332P,2002-01-23,2002-03-02,D,S,LES SIX AU SEIZE,assurer la gestion du local de la rue St James developper et mettre en place une dynamique culturelle a echelle locale,007000,000000,16 rue Saint James,,,33000,BORDEAUX,PM,,W332017866,R,,2014-12-02 09:57:16
332P2920800,2920800,,332P,2002-01-25,2002-03-02,D,S,NOTES DESPOIR,Organiser un concert a but caritatif sur la region bordelaise.,015065,000000,2 rue Leo Drouyn,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2920900,2920900,,332P,2002-01-24,2002-03-02,D,S,RASTAS ROAD,promouvoir une action dechanges culturels et artistiques en vue dun enrichissment mutuel et dentraide reciproque avec des populations etou des Pays en voie de developpement,020000,000000,chez Mlle Mirabelle ROUZAUD,2 rue Paul Denuce,,33800,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2921000,2921000,,332P,2002-01-25,2002-03-02,D,S,GEORIS,Promouvoir les echanges entre les eleves et anciens eleves de lEGID. Organiser des sorties pedagogiques. Etablir des rapports entre lentreprise et luniversite.,015065,000000,Institut EGID,1 allee F. Daguin,,33607,PESSAC CEDEX,PM,,,A,,0001-01-01 00:00:00
332P2921200,2921200,,332P,2002-01-25,2002-03-02,D,S,REPORTEURS SANS MEDIA RSM,Promouvoir la passion journalistique et faire evoluer les pratiques de restitution de lactualite.,005000,000000,Chez M. Moan BESSON,17 rue Garat,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2921300,2921300,,332P,2002-01-25,2002-03-02,D,S,FETE A MICHEL,preparation coordination  realisation du festival culturel des etudiants usagers et associations de lUniversite Michel de Montaigne Bx III,015065,000000,Universite Michel de Montaigne Bx III,Domaine Universitaire,,33607,PESSAC CEDEX,PM,,,A,,0001-01-01 00:00:00
332P2921500,2921500,,332P,2002-01-28,2002-03-02,D,S,COMITE REGIONAL DAQUITAINE DE PADEL,,011000,000000,chez Mr Patrick CHEVALLIER,19 rue Jean Soula,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2922200,2922200,,332P,2002-01-29,2002-03-09,D,S,AMALGAMM  THEATRE,reunir des jeunes comediens dans le but dorganiser des representations publiques afin de faire decouvrir le theatre,006070,000000,9 Allee Labarthe,,,33110,LE BOUSCAT,PM,,,A,,0001-01-01 00:00:00
332P2922400,2922400,,332P,2002-01-30,2002-03-09,D,S,ASSOCIATION POUR LE BICENTENAIRE DE LA PAROISSE NOTRE-DAME DE BORDEAUX  ABND ,organiser le smanifestations qui doivent marquer les deux cents ans dexistence de la Paroisse Notre Dame de Bx,006000,000000,Paroisse Notre Dame,4 rue Mably,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2922500,2922500,,332P,2002-01-31,2002-03-09,D,S,ASSOCIATION DU QUARTIER DU MIRAIL AUGUSTINS,etre partenaire actif de lavenir duquartier en reunissant lensemble des riverains ,030012,000000,56 rue du Mirail,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2923300,2923300,,332P,2002-02-05,2002-03-16,D,S,ASSOCIATION DES LOCATAIRES DU 150 COURS VICTOR HUGO BORDEAUX,Defense des interets des locataires du 150 cours Victor Hugo a Bordeaux.,032520,000000,150 cours Victor Hugo,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2923700,2923700,,332P,2002-02-05,2002-03-16,D,S,BABEL 4L,Participer et organiser des evenements sportifs et humanitaires.,011160,000000,Chez M. Antoine GUER,9 rue du Pas-Saint-Georges,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2923800,2923800,,332P,2002-02-05,2002-03-16,D,S,PUBLICATIONS SAUVAGES PRODUCTION,Diffuser et impliquer un discours et une methodologie anthropologique et de donner voie aux discours assujettis comme alternative aux discours dominant et uniformisant.,015065,000000,Chez M. Alexandre SOURBIER,12 rue Rene Roy-de-Clotte,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2924100,2924100,,332P,2002-02-06,2002-04-06,D,S,ASSOCIATION POUR LE PERFECTIONNEMENT DE LEXPERTISE DE SES MEMBRES EN MATIERE DE MEDECINE SPORTIVE  DE SUIVI ET DE PREVENTION DES PATHOLOGIES DU SPORTIF DE GIRONDE  - ASSG,,017000,000000,53 route de Saint Medard,,,33160,SAINT-AUBIN-DE-MEDOC,PM,,,A,,0001-01-01 00:00:00
332P2924200,2924200,,332P,2002-02-06,2002-04-06,D,S,ASSOCIATION POUR LE PERFECTIONNEMENT DE LEXPERTISE DE SES MEMBRES EN MATIERE DE PREVENTION DES TROUBLES DE MEMOIRE DANS LE CADRE DE LA GERIATRIE  CMM,,017000,000000,53 route de Saint Medard,,,33160,SAINT-AUBIN-DE-MEDOC,PM,,,A,,0001-01-01 00:00:00
332P2924300,2924300,,332P,2002-02-05,2002-03-16,D,S,BIEN VIVRE AUX COTEAUX,,030012,000000,8 rue de Fingues,,,33310,LORMONT,PM,,,A,,0001-01-01 00:00:00
332P2924600,2924600,,332P,2002-02-05,2002-03-16,D,S,CCPP  LE COIN COIN DES POETS POETS ,manifestations culturelles,007000,000000,Ecole Carles Vernet  Annexe des Bx Arts ,rue du Professeur Devaux,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2925100,2925100,,332P,2002-02-08,2002-03-16,D,S,ASSOCIATION DU TOURNOI DU FOOTBALL CAFE,Organisation chaque annee dun tournoi de football des cafes et discotheques de Bordeaux.,011075,000000,12 place de la Victoire,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2925400,2925400,,332P,2002-02-11,2002-03-16,D,S,ASSOCIATION TRANSFERTS EN MILIEUX POREUX  AMPB,,024000,000000,LEPT  ENSAM,Esplanade des Arts et Metiers,,33405,TALENCE CEDEX,PM,,,A,,0001-01-01 00:00:00
332P2925800,2925800,,332P,2002-02-11,2002-03-16,D,S,AFJECE  ASSOCIATION FRANCO JAPONAISE DECHANGES CULTURELS ET ECONOMIQUES,,009050,000000,4 rue du XI Novembre,,,33320,LE TAILLAN-MEDOC,PM,,,A,,0001-01-01 00:00:00
332P2925900,2925900,,332P,2002-02-11,2002-03-16,D,S,CENTRE DE RECHERCHE ET DE DEVELOPPEMENT DE NOUVELLES TECHNIQUES DINVESTISSEMENT - CRDNTI,,030000,000000,17 cours Balguerie Stuttenberg,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2926300,2926300,,332P,2002-02-12,2002-03-30,D,S,RESONANCE HUMANITAIRE,Aide humanitaire aux pays en voie de developpement.,020000,000000,1 rue Jean Mermoz,,,33600,PESSAC,PM,,W332020039,R,,2016-04-28 11:22:27
332P2926500,2926500,,332P,2002-02-12,2002-03-30,D,S,LES SAMEDIS GOURMANDS,donner des conseils astuces culinaires pour realiser des recettes de cuisine,013000,000000,residence lOrangeraie,18 rue Bir Hakeim    Appt 32,,33700,MERIGNAC,PM,,,A,,0001-01-01 00:00:00
332P2926600,2926600,,332P,2002-02-13,2002-03-30,D,S,KORIE,creer un pole representatif et exemplaire sur la ville de Bx quant au developpement partiage et connaissance de la culture africaine et antillaise ,009050,000000,69 rue Leberthon,,,33000,BORDEAUX,PM,,W332020532,R,,2016-08-25 15:53:53
332P2926800,2926800,,332P,2002-02-13,2002-03-30,D,S,LES DEGLINGOS,organisation et promotion devenements culturels et musicaux,013000,000000,chez Vanessa ESCAICHE,218 rue Malbec,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
